,subject,session,task,check,path,confounds_path,path,confounds_path
762,9029,1,faces,TRUE,sub-9029/ses-1/func/sub-9029_ses-1_task-faces,sub-9029/ses-1/func/sub-9029_ses-1_task-faces,sub-9029/ses-1/func/sub-9029_ses-1_task-faces,sub-9029/ses-1/func/sub-9029_ses-1_task-faces
763,9029,1,hands,TRUE,sub-9029/ses-1/func/sub-9029_ses-1_task-hands,sub-9029/ses-1/func/sub-9029_ses-1_task-hands,sub-9029/ses-1/func/sub-9029_ses-1_task-hands,sub-9029/ses-1/func/sub-9029_ses-1_task-hands
764,9029,1,rest,TRUE,sub-9029/ses-1/func/sub-9029_ses-1_task-rest,sub-9029/ses-1/func/sub-9029_ses-1_task-rest,sub-9029/ses-1/func/sub-9029_ses-1_task-rest,sub-9029/ses-1/func/sub-9029_ses-1_task-rest
757,9029,2,arrows,TRUE,sub-9029/ses-2/func/sub-9029_ses-2_task-arrows,sub-9029/ses-2/func/sub-9029_ses-2_task-arrows,sub-9029/ses-2/func/sub-9029_ses-2_task-arrows,sub-9029/ses-2/func/sub-9029_ses-2_task-arrows
759,9029,2,faces,TRUE,sub-9029/ses-2/func/sub-9029_ses-2_task-faces,sub-9029/ses-2/func/sub-9029_ses-2_task-faces,sub-9029/ses-2/func/sub-9029_ses-2_task-faces,sub-9029/ses-2/func/sub-9029_ses-2_task-faces
761,9029,2,hands,TRUE,sub-9029/ses-2/func/sub-9029_ses-2_task-hands,sub-9029/ses-2/func/sub-9029_ses-2_task-hands,sub-9029/ses-2/func/sub-9029_ses-2_task-hands,sub-9029/ses-2/func/sub-9029_ses-2_task-hands
758,9029,2,rest,TRUE,sub-9029/ses-2/func/sub-9029_ses-2_task-rest,sub-9029/ses-2/func/sub-9029_ses-2_task-rest,sub-9029/ses-2/func/sub-9029_ses-2_task-rest,sub-9029/ses-2/func/sub-9029_ses-2_task-rest
760,9029,2,sleepiness,TRUE,sub-9029/ses-2/func/sub-9029_ses-2_task-sleepiness,sub-9029/ses-2/func/sub-9029_ses-2_task-sleepiness,sub-9029/ses-2/func/sub-9029_ses-2_task-sleepiness,sub-9029/ses-2/func/sub-9029_ses-2_task-sleepiness
682,9032,1,arrows,TRUE,sub-9032/ses-1/func/sub-9032_ses-1_task-arrows,sub-9032/ses-1/func/sub-9032_ses-1_task-arrows,sub-9032/ses-1/func/sub-9032_ses-1_task-arrows,sub-9032/ses-1/func/sub-9032_ses-1_task-arrows
683,9032,1,faces,TRUE,sub-9032/ses-1/func/sub-9032_ses-1_task-faces,sub-9032/ses-1/func/sub-9032_ses-1_task-faces,sub-9032/ses-1/func/sub-9032_ses-1_task-faces,sub-9032/ses-1/func/sub-9032_ses-1_task-faces
685,9032,1,hands,TRUE,sub-9032/ses-1/func/sub-9032_ses-1_task-hands,sub-9032/ses-1/func/sub-9032_ses-1_task-hands,sub-9032/ses-1/func/sub-9032_ses-1_task-hands,sub-9032/ses-1/func/sub-9032_ses-1_task-hands
684,9032,1,rest,TRUE,sub-9032/ses-1/func/sub-9032_ses-1_task-rest,sub-9032/ses-1/func/sub-9032_ses-1_task-rest,sub-9032/ses-1/func/sub-9032_ses-1_task-rest,sub-9032/ses-1/func/sub-9032_ses-1_task-rest
686,9032,1,sleepiness,TRUE,sub-9032/ses-1/func/sub-9032_ses-1_task-sleepiness,sub-9032/ses-1/func/sub-9032_ses-1_task-sleepiness,sub-9032/ses-1/func/sub-9032_ses-1_task-sleepiness,sub-9032/ses-1/func/sub-9032_ses-1_task-sleepiness
677,9032,2,arrows,TRUE,sub-9032/ses-2/func/sub-9032_ses-2_task-arrows,sub-9032/ses-2/func/sub-9032_ses-2_task-arrows,sub-9032/ses-2/func/sub-9032_ses-2_task-arrows,sub-9032/ses-2/func/sub-9032_ses-2_task-arrows
678,9032,2,faces,TRUE,sub-9032/ses-2/func/sub-9032_ses-2_task-faces,sub-9032/ses-2/func/sub-9032_ses-2_task-faces,sub-9032/ses-2/func/sub-9032_ses-2_task-faces,sub-9032/ses-2/func/sub-9032_ses-2_task-faces
680,9032,2,hands,TRUE,sub-9032/ses-2/func/sub-9032_ses-2_task-hands,sub-9032/ses-2/func/sub-9032_ses-2_task-hands,sub-9032/ses-2/func/sub-9032_ses-2_task-hands,sub-9032/ses-2/func/sub-9032_ses-2_task-hands
679,9032,2,rest,TRUE,sub-9032/ses-2/func/sub-9032_ses-2_task-rest,sub-9032/ses-2/func/sub-9032_ses-2_task-rest,sub-9032/ses-2/func/sub-9032_ses-2_task-rest,sub-9032/ses-2/func/sub-9032_ses-2_task-rest
681,9032,2,sleepiness,TRUE,sub-9032/ses-2/func/sub-9032_ses-2_task-sleepiness,sub-9032/ses-2/func/sub-9032_ses-2_task-sleepiness,sub-9032/ses-2/func/sub-9032_ses-2_task-sleepiness,sub-9032/ses-2/func/sub-9032_ses-2_task-sleepiness
429,9033,1,arrows,TRUE,sub-9033/ses-1/func/sub-9033_ses-1_task-arrows,sub-9033/ses-1/func/sub-9033_ses-1_task-arrows,sub-9033/ses-1/func/sub-9033_ses-1_task-arrows,sub-9033/ses-1/func/sub-9033_ses-1_task-arrows
428,9033,1,faces,TRUE,sub-9033/ses-1/func/sub-9033_ses-1_task-faces,sub-9033/ses-1/func/sub-9033_ses-1_task-faces,sub-9033/ses-1/func/sub-9033_ses-1_task-faces,sub-9033/ses-1/func/sub-9033_ses-1_task-faces
431,9033,1,hands,TRUE,sub-9033/ses-1/func/sub-9033_ses-1_task-hands,sub-9033/ses-1/func/sub-9033_ses-1_task-hands,sub-9033/ses-1/func/sub-9033_ses-1_task-hands,sub-9033/ses-1/func/sub-9033_ses-1_task-hands
430,9033,1,rest,TRUE,sub-9033/ses-1/func/sub-9033_ses-1_task-rest,sub-9033/ses-1/func/sub-9033_ses-1_task-rest,sub-9033/ses-1/func/sub-9033_ses-1_task-rest,sub-9033/ses-1/func/sub-9033_ses-1_task-rest
427,9033,1,sleepiness,TRUE,sub-9033/ses-1/func/sub-9033_ses-1_task-sleepiness,sub-9033/ses-1/func/sub-9033_ses-1_task-sleepiness,sub-9033/ses-1/func/sub-9033_ses-1_task-sleepiness,sub-9033/ses-1/func/sub-9033_ses-1_task-sleepiness
425,9033,2,arrows,TRUE,sub-9033/ses-2/func/sub-9033_ses-2_task-arrows,sub-9033/ses-2/func/sub-9033_ses-2_task-arrows,sub-9033/ses-2/func/sub-9033_ses-2_task-arrows,sub-9033/ses-2/func/sub-9033_ses-2_task-arrows
422,9033,2,faces,TRUE,sub-9033/ses-2/func/sub-9033_ses-2_task-faces,sub-9033/ses-2/func/sub-9033_ses-2_task-faces,sub-9033/ses-2/func/sub-9033_ses-2_task-faces,sub-9033/ses-2/func/sub-9033_ses-2_task-faces
423,9033,2,hands,TRUE,sub-9033/ses-2/func/sub-9033_ses-2_task-hands,sub-9033/ses-2/func/sub-9033_ses-2_task-hands,sub-9033/ses-2/func/sub-9033_ses-2_task-hands,sub-9033/ses-2/func/sub-9033_ses-2_task-hands
424,9033,2,rest,TRUE,sub-9033/ses-2/func/sub-9033_ses-2_task-rest,sub-9033/ses-2/func/sub-9033_ses-2_task-rest,sub-9033/ses-2/func/sub-9033_ses-2_task-rest,sub-9033/ses-2/func/sub-9033_ses-2_task-rest
426,9033,2,sleepiness,TRUE,sub-9033/ses-2/func/sub-9033_ses-2_task-sleepiness,sub-9033/ses-2/func/sub-9033_ses-2_task-sleepiness,sub-9033/ses-2/func/sub-9033_ses-2_task-sleepiness,sub-9033/ses-2/func/sub-9033_ses-2_task-sleepiness
487,9034,1,arrows,TRUE,sub-9034/ses-1/func/sub-9034_ses-1_task-arrows,sub-9034/ses-1/func/sub-9034_ses-1_task-arrows,sub-9034/ses-1/func/sub-9034_ses-1_task-arrows,sub-9034/ses-1/func/sub-9034_ses-1_task-arrows
489,9034,1,faces,TRUE,sub-9034/ses-1/func/sub-9034_ses-1_task-faces,sub-9034/ses-1/func/sub-9034_ses-1_task-faces,sub-9034/ses-1/func/sub-9034_ses-1_task-faces,sub-9034/ses-1/func/sub-9034_ses-1_task-faces
488,9034,1,hands,TRUE,sub-9034/ses-1/func/sub-9034_ses-1_task-hands,sub-9034/ses-1/func/sub-9034_ses-1_task-hands,sub-9034/ses-1/func/sub-9034_ses-1_task-hands,sub-9034/ses-1/func/sub-9034_ses-1_task-hands
491,9034,1,rest,TRUE,sub-9034/ses-1/func/sub-9034_ses-1_task-rest,sub-9034/ses-1/func/sub-9034_ses-1_task-rest,sub-9034/ses-1/func/sub-9034_ses-1_task-rest,sub-9034/ses-1/func/sub-9034_ses-1_task-rest
490,9034,1,sleepiness,TRUE,sub-9034/ses-1/func/sub-9034_ses-1_task-sleepiness,sub-9034/ses-1/func/sub-9034_ses-1_task-sleepiness,sub-9034/ses-1/func/sub-9034_ses-1_task-sleepiness,sub-9034/ses-1/func/sub-9034_ses-1_task-sleepiness
484,9034,2,arrows,TRUE,sub-9034/ses-2/func/sub-9034_ses-2_task-arrows,sub-9034/ses-2/func/sub-9034_ses-2_task-arrows,sub-9034/ses-2/func/sub-9034_ses-2_task-arrows,sub-9034/ses-2/func/sub-9034_ses-2_task-arrows
482,9034,2,faces,TRUE,sub-9034/ses-2/func/sub-9034_ses-2_task-faces,sub-9034/ses-2/func/sub-9034_ses-2_task-faces,sub-9034/ses-2/func/sub-9034_ses-2_task-faces,sub-9034/ses-2/func/sub-9034_ses-2_task-faces
483,9034,2,hands,TRUE,sub-9034/ses-2/func/sub-9034_ses-2_task-hands,sub-9034/ses-2/func/sub-9034_ses-2_task-hands,sub-9034/ses-2/func/sub-9034_ses-2_task-hands,sub-9034/ses-2/func/sub-9034_ses-2_task-hands
485,9034,2,rest,TRUE,sub-9034/ses-2/func/sub-9034_ses-2_task-rest,sub-9034/ses-2/func/sub-9034_ses-2_task-rest,sub-9034/ses-2/func/sub-9034_ses-2_task-rest,sub-9034/ses-2/func/sub-9034_ses-2_task-rest
486,9034,2,sleepiness,TRUE,sub-9034/ses-2/func/sub-9034_ses-2_task-sleepiness,sub-9034/ses-2/func/sub-9034_ses-2_task-sleepiness,sub-9034/ses-2/func/sub-9034_ses-2_task-sleepiness,sub-9034/ses-2/func/sub-9034_ses-2_task-sleepiness
8,9035,1,arrows,TRUE,sub-9035/ses-1/func/sub-9035_ses-1_task-arrows,sub-9035/ses-1/func/sub-9035_ses-1_task-arrows,sub-9035/ses-1/func/sub-9035_ses-1_task-arrows,sub-9035/ses-1/func/sub-9035_ses-1_task-arrows
5,9035,1,faces,TRUE,sub-9035/ses-1/func/sub-9035_ses-1_task-faces,sub-9035/ses-1/func/sub-9035_ses-1_task-faces,sub-9035/ses-1/func/sub-9035_ses-1_task-faces,sub-9035/ses-1/func/sub-9035_ses-1_task-faces
7,9035,1,hands,TRUE,sub-9035/ses-1/func/sub-9035_ses-1_task-hands,sub-9035/ses-1/func/sub-9035_ses-1_task-hands,sub-9035/ses-1/func/sub-9035_ses-1_task-hands,sub-9035/ses-1/func/sub-9035_ses-1_task-hands
6,9035,1,rest,TRUE,sub-9035/ses-1/func/sub-9035_ses-1_task-rest,sub-9035/ses-1/func/sub-9035_ses-1_task-rest,sub-9035/ses-1/func/sub-9035_ses-1_task-rest,sub-9035/ses-1/func/sub-9035_ses-1_task-rest
9,9035,1,sleepiness,TRUE,sub-9035/ses-1/func/sub-9035_ses-1_task-sleepiness,sub-9035/ses-1/func/sub-9035_ses-1_task-sleepiness,sub-9035/ses-1/func/sub-9035_ses-1_task-sleepiness,sub-9035/ses-1/func/sub-9035_ses-1_task-sleepiness
1,9035,2,arrows,TRUE,sub-9035/ses-2/func/sub-9035_ses-2_task-arrows,sub-9035/ses-2/func/sub-9035_ses-2_task-arrows,sub-9035/ses-2/func/sub-9035_ses-2_task-arrows,sub-9035/ses-2/func/sub-9035_ses-2_task-arrows
0,9035,2,faces,TRUE,sub-9035/ses-2/func/sub-9035_ses-2_task-faces,sub-9035/ses-2/func/sub-9035_ses-2_task-faces,sub-9035/ses-2/func/sub-9035_ses-2_task-faces,sub-9035/ses-2/func/sub-9035_ses-2_task-faces
3,9035,2,hands,TRUE,sub-9035/ses-2/func/sub-9035_ses-2_task-hands,sub-9035/ses-2/func/sub-9035_ses-2_task-hands,sub-9035/ses-2/func/sub-9035_ses-2_task-hands,sub-9035/ses-2/func/sub-9035_ses-2_task-hands
4,9035,2,rest,TRUE,sub-9035/ses-2/func/sub-9035_ses-2_task-rest,sub-9035/ses-2/func/sub-9035_ses-2_task-rest,sub-9035/ses-2/func/sub-9035_ses-2_task-rest,sub-9035/ses-2/func/sub-9035_ses-2_task-rest
2,9035,2,sleepiness,TRUE,sub-9035/ses-2/func/sub-9035_ses-2_task-sleepiness,sub-9035/ses-2/func/sub-9035_ses-2_task-sleepiness,sub-9035/ses-2/func/sub-9035_ses-2_task-sleepiness,sub-9035/ses-2/func/sub-9035_ses-2_task-sleepiness
439,9036,1,arrows,TRUE,sub-9036/ses-1/func/sub-9036_ses-1_task-arrows,sub-9036/ses-1/func/sub-9036_ses-1_task-arrows,sub-9036/ses-1/func/sub-9036_ses-1_task-arrows,sub-9036/ses-1/func/sub-9036_ses-1_task-arrows
437,9036,1,faces,TRUE,sub-9036/ses-1/func/sub-9036_ses-1_task-faces,sub-9036/ses-1/func/sub-9036_ses-1_task-faces,sub-9036/ses-1/func/sub-9036_ses-1_task-faces,sub-9036/ses-1/func/sub-9036_ses-1_task-faces
438,9036,1,hands,TRUE,sub-9036/ses-1/func/sub-9036_ses-1_task-hands,sub-9036/ses-1/func/sub-9036_ses-1_task-hands,sub-9036/ses-1/func/sub-9036_ses-1_task-hands,sub-9036/ses-1/func/sub-9036_ses-1_task-hands
441,9036,1,rest,TRUE,sub-9036/ses-1/func/sub-9036_ses-1_task-rest,sub-9036/ses-1/func/sub-9036_ses-1_task-rest,sub-9036/ses-1/func/sub-9036_ses-1_task-rest,sub-9036/ses-1/func/sub-9036_ses-1_task-rest
440,9036,1,sleepiness,TRUE,sub-9036/ses-1/func/sub-9036_ses-1_task-sleepiness,sub-9036/ses-1/func/sub-9036_ses-1_task-sleepiness,sub-9036/ses-1/func/sub-9036_ses-1_task-sleepiness,sub-9036/ses-1/func/sub-9036_ses-1_task-sleepiness
435,9036,2,arrows,TRUE,sub-9036/ses-2/func/sub-9036_ses-2_task-arrows,sub-9036/ses-2/func/sub-9036_ses-2_task-arrows,sub-9036/ses-2/func/sub-9036_ses-2_task-arrows,sub-9036/ses-2/func/sub-9036_ses-2_task-arrows
432,9036,2,faces,TRUE,sub-9036/ses-2/func/sub-9036_ses-2_task-faces,sub-9036/ses-2/func/sub-9036_ses-2_task-faces,sub-9036/ses-2/func/sub-9036_ses-2_task-faces,sub-9036/ses-2/func/sub-9036_ses-2_task-faces
434,9036,2,hands,TRUE,sub-9036/ses-2/func/sub-9036_ses-2_task-hands,sub-9036/ses-2/func/sub-9036_ses-2_task-hands,sub-9036/ses-2/func/sub-9036_ses-2_task-hands,sub-9036/ses-2/func/sub-9036_ses-2_task-hands
433,9036,2,rest,TRUE,sub-9036/ses-2/func/sub-9036_ses-2_task-rest,sub-9036/ses-2/func/sub-9036_ses-2_task-rest,sub-9036/ses-2/func/sub-9036_ses-2_task-rest,sub-9036/ses-2/func/sub-9036_ses-2_task-rest
436,9036,2,sleepiness,TRUE,sub-9036/ses-2/func/sub-9036_ses-2_task-sleepiness,sub-9036/ses-2/func/sub-9036_ses-2_task-sleepiness,sub-9036/ses-2/func/sub-9036_ses-2_task-sleepiness,sub-9036/ses-2/func/sub-9036_ses-2_task-sleepiness
367,9037,1,arrows,TRUE,sub-9037/ses-1/func/sub-9037_ses-1_task-arrows,sub-9037/ses-1/func/sub-9037_ses-1_task-arrows,sub-9037/ses-1/func/sub-9037_ses-1_task-arrows,sub-9037/ses-1/func/sub-9037_ses-1_task-arrows
371,9037,1,faces,TRUE,sub-9037/ses-1/func/sub-9037_ses-1_task-faces,sub-9037/ses-1/func/sub-9037_ses-1_task-faces,sub-9037/ses-1/func/sub-9037_ses-1_task-faces,sub-9037/ses-1/func/sub-9037_ses-1_task-faces
368,9037,1,hands,TRUE,sub-9037/ses-1/func/sub-9037_ses-1_task-hands,sub-9037/ses-1/func/sub-9037_ses-1_task-hands,sub-9037/ses-1/func/sub-9037_ses-1_task-hands,sub-9037/ses-1/func/sub-9037_ses-1_task-hands
369,9037,1,rest,TRUE,sub-9037/ses-1/func/sub-9037_ses-1_task-rest,sub-9037/ses-1/func/sub-9037_ses-1_task-rest,sub-9037/ses-1/func/sub-9037_ses-1_task-rest,sub-9037/ses-1/func/sub-9037_ses-1_task-rest
370,9037,1,sleepiness,TRUE,sub-9037/ses-1/func/sub-9037_ses-1_task-sleepiness,sub-9037/ses-1/func/sub-9037_ses-1_task-sleepiness,sub-9037/ses-1/func/sub-9037_ses-1_task-sleepiness,sub-9037/ses-1/func/sub-9037_ses-1_task-sleepiness
363,9037,2,arrows,TRUE,sub-9037/ses-2/func/sub-9037_ses-2_task-arrows,sub-9037/ses-2/func/sub-9037_ses-2_task-arrows,sub-9037/ses-2/func/sub-9037_ses-2_task-arrows,sub-9037/ses-2/func/sub-9037_ses-2_task-arrows
365,9037,2,faces,TRUE,sub-9037/ses-2/func/sub-9037_ses-2_task-faces,sub-9037/ses-2/func/sub-9037_ses-2_task-faces,sub-9037/ses-2/func/sub-9037_ses-2_task-faces,sub-9037/ses-2/func/sub-9037_ses-2_task-faces
362,9037,2,hands,TRUE,sub-9037/ses-2/func/sub-9037_ses-2_task-hands,sub-9037/ses-2/func/sub-9037_ses-2_task-hands,sub-9037/ses-2/func/sub-9037_ses-2_task-hands,sub-9037/ses-2/func/sub-9037_ses-2_task-hands
366,9037,2,rest,TRUE,sub-9037/ses-2/func/sub-9037_ses-2_task-rest,sub-9037/ses-2/func/sub-9037_ses-2_task-rest,sub-9037/ses-2/func/sub-9037_ses-2_task-rest,sub-9037/ses-2/func/sub-9037_ses-2_task-rest
364,9037,2,sleepiness,TRUE,sub-9037/ses-2/func/sub-9037_ses-2_task-sleepiness,sub-9037/ses-2/func/sub-9037_ses-2_task-sleepiness,sub-9037/ses-2/func/sub-9037_ses-2_task-sleepiness,sub-9037/ses-2/func/sub-9037_ses-2_task-sleepiness
450,9038,1,arrows,TRUE,sub-9038/ses-1/func/sub-9038_ses-1_task-arrows,sub-9038/ses-1/func/sub-9038_ses-1_task-arrows,sub-9038/ses-1/func/sub-9038_ses-1_task-arrows,sub-9038/ses-1/func/sub-9038_ses-1_task-arrows
451,9038,1,faces,TRUE,sub-9038/ses-1/func/sub-9038_ses-1_task-faces,sub-9038/ses-1/func/sub-9038_ses-1_task-faces,sub-9038/ses-1/func/sub-9038_ses-1_task-faces,sub-9038/ses-1/func/sub-9038_ses-1_task-faces
447,9038,1,hands,TRUE,sub-9038/ses-1/func/sub-9038_ses-1_task-hands,sub-9038/ses-1/func/sub-9038_ses-1_task-hands,sub-9038/ses-1/func/sub-9038_ses-1_task-hands,sub-9038/ses-1/func/sub-9038_ses-1_task-hands
449,9038,1,rest,TRUE,sub-9038/ses-1/func/sub-9038_ses-1_task-rest,sub-9038/ses-1/func/sub-9038_ses-1_task-rest,sub-9038/ses-1/func/sub-9038_ses-1_task-rest,sub-9038/ses-1/func/sub-9038_ses-1_task-rest
448,9038,1,sleepiness,TRUE,sub-9038/ses-1/func/sub-9038_ses-1_task-sleepiness,sub-9038/ses-1/func/sub-9038_ses-1_task-sleepiness,sub-9038/ses-1/func/sub-9038_ses-1_task-sleepiness,sub-9038/ses-1/func/sub-9038_ses-1_task-sleepiness
445,9038,2,arrows,TRUE,sub-9038/ses-2/func/sub-9038_ses-2_task-arrows,sub-9038/ses-2/func/sub-9038_ses-2_task-arrows,sub-9038/ses-2/func/sub-9038_ses-2_task-arrows,sub-9038/ses-2/func/sub-9038_ses-2_task-arrows
443,9038,2,faces,TRUE,sub-9038/ses-2/func/sub-9038_ses-2_task-faces,sub-9038/ses-2/func/sub-9038_ses-2_task-faces,sub-9038/ses-2/func/sub-9038_ses-2_task-faces,sub-9038/ses-2/func/sub-9038_ses-2_task-faces
442,9038,2,hands,TRUE,sub-9038/ses-2/func/sub-9038_ses-2_task-hands,sub-9038/ses-2/func/sub-9038_ses-2_task-hands,sub-9038/ses-2/func/sub-9038_ses-2_task-hands,sub-9038/ses-2/func/sub-9038_ses-2_task-hands
444,9038,2,rest,TRUE,sub-9038/ses-2/func/sub-9038_ses-2_task-rest,sub-9038/ses-2/func/sub-9038_ses-2_task-rest,sub-9038/ses-2/func/sub-9038_ses-2_task-rest,sub-9038/ses-2/func/sub-9038_ses-2_task-rest
446,9038,2,sleepiness,TRUE,sub-9038/ses-2/func/sub-9038_ses-2_task-sleepiness,sub-9038/ses-2/func/sub-9038_ses-2_task-sleepiness,sub-9038/ses-2/func/sub-9038_ses-2_task-sleepiness,sub-9038/ses-2/func/sub-9038_ses-2_task-sleepiness
285,9039,1,arrows,TRUE,sub-9039/ses-1/func/sub-9039_ses-1_task-arrows,sub-9039/ses-1/func/sub-9039_ses-1_task-arrows,sub-9039/ses-1/func/sub-9039_ses-1_task-arrows,sub-9039/ses-1/func/sub-9039_ses-1_task-arrows
284,9039,1,faces,TRUE,sub-9039/ses-1/func/sub-9039_ses-1_task-faces,sub-9039/ses-1/func/sub-9039_ses-1_task-faces,sub-9039/ses-1/func/sub-9039_ses-1_task-faces,sub-9039/ses-1/func/sub-9039_ses-1_task-faces
281,9039,1,hands,TRUE,sub-9039/ses-1/func/sub-9039_ses-1_task-hands,sub-9039/ses-1/func/sub-9039_ses-1_task-hands,sub-9039/ses-1/func/sub-9039_ses-1_task-hands,sub-9039/ses-1/func/sub-9039_ses-1_task-hands
282,9039,1,rest,TRUE,sub-9039/ses-1/func/sub-9039_ses-1_task-rest,sub-9039/ses-1/func/sub-9039_ses-1_task-rest,sub-9039/ses-1/func/sub-9039_ses-1_task-rest,sub-9039/ses-1/func/sub-9039_ses-1_task-rest
283,9039,1,sleepiness,TRUE,sub-9039/ses-1/func/sub-9039_ses-1_task-sleepiness,sub-9039/ses-1/func/sub-9039_ses-1_task-sleepiness,sub-9039/ses-1/func/sub-9039_ses-1_task-sleepiness,sub-9039/ses-1/func/sub-9039_ses-1_task-sleepiness
280,9039,2,arrows,TRUE,sub-9039/ses-2/func/sub-9039_ses-2_task-arrows,sub-9039/ses-2/func/sub-9039_ses-2_task-arrows,sub-9039/ses-2/func/sub-9039_ses-2_task-arrows,sub-9039/ses-2/func/sub-9039_ses-2_task-arrows
278,9039,2,faces,TRUE,sub-9039/ses-2/func/sub-9039_ses-2_task-faces,sub-9039/ses-2/func/sub-9039_ses-2_task-faces,sub-9039/ses-2/func/sub-9039_ses-2_task-faces,sub-9039/ses-2/func/sub-9039_ses-2_task-faces
279,9039,2,hands,TRUE,sub-9039/ses-2/func/sub-9039_ses-2_task-hands,sub-9039/ses-2/func/sub-9039_ses-2_task-hands,sub-9039/ses-2/func/sub-9039_ses-2_task-hands,sub-9039/ses-2/func/sub-9039_ses-2_task-hands
276,9039,2,rest,TRUE,sub-9039/ses-2/func/sub-9039_ses-2_task-rest,sub-9039/ses-2/func/sub-9039_ses-2_task-rest,sub-9039/ses-2/func/sub-9039_ses-2_task-rest,sub-9039/ses-2/func/sub-9039_ses-2_task-rest
277,9039,2,sleepiness,TRUE,sub-9039/ses-2/func/sub-9039_ses-2_task-sleepiness,sub-9039/ses-2/func/sub-9039_ses-2_task-sleepiness,sub-9039/ses-2/func/sub-9039_ses-2_task-sleepiness,sub-9039/ses-2/func/sub-9039_ses-2_task-sleepiness
716,9040,1,arrows,TRUE,sub-9040/ses-1/func/sub-9040_ses-1_task-arrows,sub-9040/ses-1/func/sub-9040_ses-1_task-arrows,sub-9040/ses-1/func/sub-9040_ses-1_task-arrows,sub-9040/ses-1/func/sub-9040_ses-1_task-arrows
713,9040,1,faces,TRUE,sub-9040/ses-1/func/sub-9040_ses-1_task-faces,sub-9040/ses-1/func/sub-9040_ses-1_task-faces,sub-9040/ses-1/func/sub-9040_ses-1_task-faces,sub-9040/ses-1/func/sub-9040_ses-1_task-faces
714,9040,1,hands,TRUE,sub-9040/ses-1/func/sub-9040_ses-1_task-hands,sub-9040/ses-1/func/sub-9040_ses-1_task-hands,sub-9040/ses-1/func/sub-9040_ses-1_task-hands,sub-9040/ses-1/func/sub-9040_ses-1_task-hands
712,9040,1,rest,TRUE,sub-9040/ses-1/func/sub-9040_ses-1_task-rest,sub-9040/ses-1/func/sub-9040_ses-1_task-rest,sub-9040/ses-1/func/sub-9040_ses-1_task-rest,sub-9040/ses-1/func/sub-9040_ses-1_task-rest
715,9040,1,sleepiness,TRUE,sub-9040/ses-1/func/sub-9040_ses-1_task-sleepiness,sub-9040/ses-1/func/sub-9040_ses-1_task-sleepiness,sub-9040/ses-1/func/sub-9040_ses-1_task-sleepiness,sub-9040/ses-1/func/sub-9040_ses-1_task-sleepiness
711,9040,2,arrows,TRUE,sub-9040/ses-2/func/sub-9040_ses-2_task-arrows,sub-9040/ses-2/func/sub-9040_ses-2_task-arrows,sub-9040/ses-2/func/sub-9040_ses-2_task-arrows,sub-9040/ses-2/func/sub-9040_ses-2_task-arrows
710,9040,2,faces,TRUE,sub-9040/ses-2/func/sub-9040_ses-2_task-faces,sub-9040/ses-2/func/sub-9040_ses-2_task-faces,sub-9040/ses-2/func/sub-9040_ses-2_task-faces,sub-9040/ses-2/func/sub-9040_ses-2_task-faces
709,9040,2,hands,TRUE,sub-9040/ses-2/func/sub-9040_ses-2_task-hands,sub-9040/ses-2/func/sub-9040_ses-2_task-hands,sub-9040/ses-2/func/sub-9040_ses-2_task-hands,sub-9040/ses-2/func/sub-9040_ses-2_task-hands
708,9040,2,rest,TRUE,sub-9040/ses-2/func/sub-9040_ses-2_task-rest,sub-9040/ses-2/func/sub-9040_ses-2_task-rest,sub-9040/ses-2/func/sub-9040_ses-2_task-rest,sub-9040/ses-2/func/sub-9040_ses-2_task-rest
707,9040,2,sleepiness,TRUE,sub-9040/ses-2/func/sub-9040_ses-2_task-sleepiness,sub-9040/ses-2/func/sub-9040_ses-2_task-sleepiness,sub-9040/ses-2/func/sub-9040_ses-2_task-sleepiness,sub-9040/ses-2/func/sub-9040_ses-2_task-sleepiness
144,9041,1,arrows,TRUE,sub-9041/ses-1/func/sub-9041_ses-1_task-arrows,sub-9041/ses-1/func/sub-9041_ses-1_task-arrows,sub-9041/ses-1/func/sub-9041_ses-1_task-arrows,sub-9041/ses-1/func/sub-9041_ses-1_task-arrows
143,9041,1,faces,TRUE,sub-9041/ses-1/func/sub-9041_ses-1_task-faces,sub-9041/ses-1/func/sub-9041_ses-1_task-faces,sub-9041/ses-1/func/sub-9041_ses-1_task-faces,sub-9041/ses-1/func/sub-9041_ses-1_task-faces
140,9041,1,hands,TRUE,sub-9041/ses-1/func/sub-9041_ses-1_task-hands,sub-9041/ses-1/func/sub-9041_ses-1_task-hands,sub-9041/ses-1/func/sub-9041_ses-1_task-hands,sub-9041/ses-1/func/sub-9041_ses-1_task-hands
142,9041,1,rest,TRUE,sub-9041/ses-1/func/sub-9041_ses-1_task-rest,sub-9041/ses-1/func/sub-9041_ses-1_task-rest,sub-9041/ses-1/func/sub-9041_ses-1_task-rest,sub-9041/ses-1/func/sub-9041_ses-1_task-rest
141,9041,1,sleepiness,TRUE,sub-9041/ses-1/func/sub-9041_ses-1_task-sleepiness,sub-9041/ses-1/func/sub-9041_ses-1_task-sleepiness,sub-9041/ses-1/func/sub-9041_ses-1_task-sleepiness,sub-9041/ses-1/func/sub-9041_ses-1_task-sleepiness
