,path,filename,dimensions
468,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9057/ses-1/func/sub-9057_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9057_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 200)"
469,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9057/ses-1/func/sub-9057_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9057_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 194)"
470,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-2/func/sub-9062_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 194)"
471,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-2/func/sub-9062_ses-2_task-arrows_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-2_task-arrows_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 319)"
472,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-2/func/sub-9062_ses-2_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-2_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 155)"
473,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-2/func/sub-9062_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 182)"
474,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-2/func/sub-9062_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 200)"
475,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-1/func/sub-9062_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 192)"
476,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-1/func/sub-9062_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 190)"
477,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/stand-True_confounds-Masked/sub-9062/ses-1/func/sub-9062_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,sub-9062_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected_v2)_bold.nii.gz,"(87, 103, 65, 200)"
